condition,prediction,accuracy,numerosity,fitness,selected_feature_indices,original_feature_indices,correct_count,match_count
"[[-0.07869527190923709, 4.678082440793514], [1.7320358258485795, 5.78008632838726], [-1.9106114029884338, 2.108772132769227], [-0.5652698650152559, 3.8893545421957967], [1.7327431365847588, 6.800495274364948], [-1.7161404550075532, 2.2829869788885118]]",Anomalous,1.0,1,1.0,"[40, 31, 5, 4, 47, 13]","[1049, 817, 217, 140, 1216, 408]",4,4
"[[3.26337050139904, 7.025436413884163], [0.14765142649412155, 6.848194845020771], [-0.791398646622119, 5.78008632838726], [-0.07869527190923709, 4.678082440793514]]",Anomalous,1.0,1,1.0,"[36, 48, 31, 40]","[882, 1262, 817, 1049]",5,5
"[[0.14765142649412155, 6.848194845020771], [0.35408629745244946, 6.885842263102532], [1.7320358258485795, 5.78008632838726], [-1.3166036960482597, 3.052837526500225], [0.42436992675065976, 3.802003745734692], [-1.877646416425705, 4.413619355857372], [-1.8260549545288087, 4.582931475639343]]",Anomalous,1.0,1,1.0,"[48, 15, 31, 19, 20, 26, 33]","[1262, 474, 817, 565, 566, 717, 830]",2,2
"[[-1.6672115206718445, 0.45203138600608517], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.71348152756691, 2.0750468742847445], [0.9455555039644243, 2.3819000799784034], [-1.6227943122386934, 1.1520590204000474], [-1.82147895693779, 0.9656536144018173], [-1.6931957185268403, 2.089929431974888], [-1.8440534591674804, 2.0950475454330446]]",Normal,1.0,1,1.0,"[32, 31, 37, 47, 35, 16, 49, 45, 22, 23]","[825, 817, 963, 1216, 847, 496, 1263, 1147, 613, 659]",13,13
"[[-1.6672115206718445, 0.45203138600608517], [-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.71348152756691, 1.1512669160962106], [-1.6227943122386934, 1.6008550608158112], [-1.6797260224819184, 1.5988639277219772], [-1.82147895693779, 2.473960210680962]]",Normal,1.0,1,1.0,"[32, 11, 31, 35, 49, 15, 45]","[825, 274, 817, 847, 1263, 474, 1147]",260,260
"[[0.14765142649412155, 6.848194845020771], [0.35408629745244946, 6.544960600435735], [-0.7949713754989185, 5.78008632838726], [3.4384776654839513, 9.154088824689389]]",Anomalous,1.0,1,1.0,"[48, 15, 31, 27]","[1262, 474, 817, 733]",4,4
"[[-0.07869527190923709, 4.678082440793514], [1.7320358258485795, 6.658336761574802], [-1.9106114029884338, 2.108772132769227], [2.003959903717041, 5.092623462677002], [-1.877646416425705, 1.1577765583992006]]",Anomalous,1.0,1,0.1,"[40, 31, 5, 18, 26]","[1049, 817, 217, 513, 717]",0,0
"[[-1.2518819496035576, 4.398005279154974], [-1.7641605019569397, 0.9455555039644243], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.758002656698227, 3.0558807000517847], [-1.7288547396659852, 3.8248780775070195], [-1.6811786472797394, 2.667912869155407], [-1.6441999614238738, 2.0598203906416894]]",Normal,1.0,1,1.0,"[47, 16, 34, 39, 19, 43, 31, 10]","[1216, 496, 840, 1039, 565, 1094, 817, 245]",106,106
"[[-1.7641605019569397, 0.9455555039644243], [-1.6811786472797394, 2.667912869155407], [-1.6441999614238738, 2.0598203906416894], [-1.8555157244205476, 2.276870270371437], [-1.8440534591674804, 2.0950475454330446], [-1.71348152756691, 2.4739576002955435], [-1.4363765656948093, 5.189527028799057]]",Normal,1.0,1,1.0,"[16, 31, 10, 11, 23, 35, 46]","[496, 817, 245, 274, 659, 847, 1205]",98,98
"[[-1.6811786472797394, 1.2605786016583442], [-1.82147895693779, 2.473960210680962], [-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.758002656698227, 3.0558807000517847], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.7288547396659852, 3.8248780775070195], [-1.2518819496035576, 4.398005279154974], [-1.2797179317474363, 3.967212448120117]]",Normal,1.0,1,1.0,"[31, 45, 32, 49, 19, 34, 39, 43, 47, 25]","[817, 1147, 825, 1263, 565, 840, 1039, 1094, 1216, 690]",92,92
"[[1.7320358258485795, 5.78008632838726], [-0.07869527190923709, 4.678082440793514]]",Anomalous,1.0,1,1.0,"[31, 40]","[817, 1049]",3,3
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.8555157244205476, 2.276870270371437], [-1.8440534591674804, 2.0950475454330446]]",Normal,1.0,1,1.0,"[15, 32, 49, 11, 23]","[474, 825, 1263, 274, 659]",75,75
"[[-1.6811786472797394, 1.2605786016583442], [-1.82147895693779, 2.473960210680962], [-1.71348152756691, 2.4739576002955435], [0.9455555039644243, 2.3819000799784034], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.414441018104553, 2.675845890045166]]",Normal,1.0,1,1.0,"[31, 45, 35, 16, 37, 47, 29]","[817, 1147, 847, 496, 963, 1216, 746]",4,4
"[[1.7320358258485795, 5.78008632838726], [1.7327431365847588, 4.9930646635771945], [0.35408629745244946, 1.3869977673888205]]",Anomalous,1.0,1,0.1,"[31, 47, 15]","[817, 1216, 474]",0,0
"[[4.124330026885821, 7.75085371285677], [-1.692567104101181, 2.891884127259255], [-0.7124458218639989, 9.836680538654328], [-1.6931957185268403, 2.464584268331528], [1.7320358258485795, 5.78008632838726], [-0.07869527190923709, 4.678082440793514], [1.7456463992595674, 5.959744054079056]]",Anomalous,1.0,1,0.1,"[10, 20, 38, 22, 31, 40, 26]","[245, 566, 980, 613, 817, 1049, 717]",0,0
"[[-1.82147895693779, 2.473960210680962], [-1.71348152756691, 2.4739576002955435], [-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.7641605019569397, 0.9455555039644243], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367]]",Normal,1.0,1,1.0,"[45, 35, 32, 49, 16, 34, 39]","[1147, 847, 825, 1263, 496, 840, 1039]",60,60
"[[-1.8635925769805908, 1.4019608950614928], [-1.758002656698227, 3.0558807000517847], [-1.7288547396659852, 3.8248780775070195], [-1.6811786472797394, 2.667912869155407], [-1.6441999614238738, 2.0598203906416894], [-1.8555157244205476, 2.276870270371437], [-1.8440534591674804, 2.0950475454330446]]",Normal,1.0,1,1.0,"[37, 19, 43, 31, 10, 11, 23]","[963, 565, 1094, 817, 245, 274, 659]",68,68
"[[-1.6227943122386934, 2.8923924192786217], [1.8896980887651442, 6.885842263102532], [-1.3166036960482597, 3.052837526500225], [0.42436992675065976, 3.802003745734692], [3.198691818714142, 10.091564041376113], [-1.8260549545288087, 0.910751874446869]]",Anomalous,1.0,1,0.1,"[49, 15, 19, 20, 17, 33]","[1263, 474, 565, 566, 500, 830]",0,0
"[[-1.6227943122386934, 2.8923924192786217], [1.8896980887651442, 6.885842263102532], [-1.9531167209148408, 3.266707724928856], [-1.3166036960482597, 3.052837526500225], [0.42436992675065976, 3.802003745734692], [3.825316566228867, 0.4024876892566682], [-1.877646416425705, 2.4873496741056442]]",Anomalous,1.0,1,0.1,"[49, 15, 12, 19, 20, 17, 26]","[1263, 474, 345, 565, 566, 500, 717]",0,0
"[[-1.6811786472797394, 2.667912869155407], [-1.6227943122386934, 1.6008550608158112], [-1.82147895693779, 2.473960210680962], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.7288547396659852, 3.8248780775070195], [-1.8635925769805908, 1.541440441608429]]",Normal,1.0,1,1.0,"[31, 49, 45, 34, 39, 43, 37]","[817, 1263, 1147, 840, 1039, 1094, 963]",56,56
"[[-1.2518819496035576, 4.398005279154974], [-1.7641605019569397, 0.9455555039644243], [-1.758002656698227, 3.0558807000517847], [-1.6811786472797394, 1.2605786016583442], [-1.6441999614238738, 2.0598203906416894], [-1.8555157244205476, 2.276870270371437], [-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.71348152756691, 1.1512669160962106]]",Normal,1.0,1,1.0,"[47, 16, 19, 31, 10, 11, 15, 32, 35]","[1216, 496, 565, 817, 245, 274, 474, 825, 847]",48,48
"[[-1.8635925769805908, 1.4019608950614928], [-1.7288547396659852, 3.8248780775070195], [-1.6811786472797394, 1.2605786016583442], [-1.8555157244205476, 2.276870270371437], [-1.8440534591674804, 2.0950475454330446], [-1.6797260224819184, 1.5988639277219772], [-1.7641605019569397, 0.9455555039644243], [-1.71348152756691, 1.1512669160962106], [-1.7686191916465759, 3.100526831150055]]",Normal,1.0,1,1.0,"[37, 43, 31, 11, 23, 15, 16, 35, 41]","[963, 1094, 817, 274, 659, 474, 496, 847, 1064]",31,31
"[[-1.7641605019569397, 0.9455555039644243], [-1.6811786472797394, 2.667912869155407], [-1.6441999614238738, 2.0598203906416894], [-1.8555157244205476, 2.276870270371437], [-1.71348152756691, 2.4739576002955435], [-1.4363765656948093, 5.189527028799057], [-1.6973470151424408, 1.4880121052265167]]",Normal,1.0,1,1.0,"[16, 31, 10, 11, 35, 46, 47]","[496, 817, 245, 274, 847, 1205, 1216]",12,12
"[[1.1763748466968535, 6.583062237501144], [-0.7949713754989185, 5.78008632838726], [0.14448357582092264, 5.8602375888824465], [-1.7437106370925903, 3.069499155879021]]",Anomalous,1.0,1,0.1,"[49, 31, 33, 14]","[1263, 817, 830, 446]",0,0
"[[3.786336755156517, 9.332838202118873], [0.9300264477729798, 4.918055617809296], [0.14765142649412155, 6.848194845020771], [1.0822836065292358, 3.887734303474426]]",Anomalous,1.0,1,0.1,"[43, 8, 48, 37]","[1094, 239, 1262, 963]",0,0
"[[-2.9759558635950087, 2.276870270371437], [-1.788738397359848, 0.7964785373210908], [-2.364049025774002, 1.6008550608158112], [-1.2518819496035576, 5.9194654151797295], [-2.4825093007087706, 1.4019608950614928], [-2.7124710083007812, 1.7924783825874329], [-2.498325436413288, 1.2605786016583442], [-2.528385607600212, 1.5988639277219772]]",Normal,0.9972086531751571,1,0.9724345573345861,"[11, 30, 49, 47, 37, 32, 31, 15]","[274, 766, 1263, 1216, 963, 825, 817, 474]",1429,1433
"[[-1.6797260224819184, 1.5988639277219772], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6900122523307801, 2.759394053220749], [-1.6227943122386934, 1.6008550608158112]]",Normal,0.9969418960244648,1,0.9698363866140541,"[15, 23, 31, 37, 47, 34, 49]","[474, 659, 817, 963, 1216, 840, 1263]",326,327
"[[-1.6797260224819184, 1.5988639277219772], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6900122523307801, 2.759394053220749], [-1.8122935175895691, 1.0862706804275513]]",Normal,0.9965635738831615,1,0.9661623043960744,"[15, 49, 23, 31, 37, 47, 34, 38]","[474, 1263, 659, 817, 963, 1216, 840, 980]",870,873
"[[-0.8253796631853527, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.6900122523307801, 2.759394053220749], [-1.71348152756691, 1.1512669160962106]]",Normal,0.9965277777777778,1,0.9658153194280867,"[15, 32, 23, 11, 31, 37, 47, 22, 34, 35]","[474, 825, 659, 274, 817, 963, 1216, 613, 840, 847]",287,288
"[[-1.6797260224819184, 1.5988639277219772], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.2112549889119049, 1.4019608950614928], [-1.82147895693779, 2.473960210680962], [-1.71348152756691, 2.4739576002955435]]",Normal,0.9964912280701754,1,0.9654611452376132,"[15, 23, 31, 37, 45, 35]","[474, 659, 817, 963, 1147, 847]",284,285
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.6900122523307801, 2.759394053220749]]",Normal,0.9964601769911504,1,0.965160345730656,"[15, 32, 49, 23, 31, 37, 47, 22, 34]","[474, 825, 1263, 659, 817, 963, 1216, 613, 840]",1126,1130
"[[-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.6931957185268403, 2.089929431974888], [-1.71348152756691, 1.1512669160962106], [-1.6227943122386934, 1.1520590204000474]]",Normal,0.996268656716418,1,0.9633069050675079,"[32, 23, 11, 31, 37, 22, 35, 49]","[825, 659, 274, 817, 963, 613, 847, 1263]",267,268
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.34567611770379947], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6500760436058046, 0.7964785373210908], [-1.6491265833377837, 1.584968847334385], [-1.8202207028865816, 2.740425801873207]]",Normal,0.9961977186311787,1,0.9626212139610087,"[15, 32, 49, 23, 37, 47, 30, 48, 25]","[474, 825, 1263, 659, 963, 1216, 766, 1262, 690]",786,789
"[[-1.8555157244205476, 2.276870270371437], [-1.6500760436058046, 0.7964785373210908], [-1.6227943122386934, 1.6008550608158112], [-1.2518819496035576, 5.9194654151797295], [-1.8635925769805908, 1.4019608950614928], [-1.6811786472797394, 1.2605786016583442], [-1.6797260224819184, 1.5988639277219772], [-1.7437106370925903, 3.9197131872177122]]",Normal,0.9955197132616488,1,0.9560897084749749,"[11, 30, 49, 47, 37, 31, 15, 14]","[274, 766, 1263, 1216, 963, 817, 474, 446]",1111,1116
"[[-1.6227943122386934, 1.6008550608158112], [-1.6931957185268403, 2.089929431974888], [-1.6758379220962525, 3.414409790635109], [-1.776373201608658, -1.776373201608658], [-1.6797260224819184, 1.5988639277219772], [-1.6811786472797394, 1.2605786016583442], [-1.6672115206718445, 1.7924783825874329], [-1.7283964157104492, 1.2384260892868042], [-1.71994446516037, 2.242825922369957]]",Normal,0.9952633546087056,1,0.09539797294569985,"[49, 22, 21, 0, 15, 31, 32, 46, 44]","[1263, 613, 612, 27, 474, 817, 825, 1205, 1123]",0,0
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888]]",Normal,0.995049504950495,1,0.9515834490907876,"[15, 32, 23, 11, 31, 37, 47, 22]","[474, 825, 659, 274, 817, 963, 1216, 613]",402,404
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.877564970146488], [-1.6931957185268403, 2.089929431974888]]",Normal,0.9949367088607595,1,0.9505053102064951,"[15, 32, 49, 23, 11, 31, 37, 47, 22]","[474, 825, 1263, 659, 274, 817, 963, 1216, 613]",393,395
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 5.315393167812049], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888]]",Normal,0.9949109414758269,1,0.9502591721174669,"[15, 32, 23, 11, 31, 37, 47, 22]","[474, 825, 659, 274, 817, 963, 1216, 613]",391,393
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.7676193594932557, 2.4430514389276503], [-1.71348152756691, 2.0750468742847445]]",Normal,0.9945533769063181,1,0.9468495199642176,"[15, 32, 23, 31, 37, 47, 2, 35]","[474, 825, 659, 817, 963, 1216, 118, 847]",913,918
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6900122523307801, 2.759394053220749], [-1.7437106370925903, 2.9472451537847517], [-1.7676193594932557, 2.4430514389276503], [-1.8440534591674804, 2.0950475454330446], [-1.7288547396659852, 2.2602504158020023]]",Normal,0.9944629014396457,1,0.9459885144778756,"[15, 32, 37, 47, 34, 14, 2, 23, 43]","[474, 825, 963, 1216, 840, 446, 118, 659, 1094]",898,903
"[[-1.6797260224819184, 1.5988639277219772], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.2112549889119049, 1.4019608950614928], [-1.8555157244205476, 2.276870270371437]]",Normal,0.9941118743866536,1,0.9426546485854261,"[15, 49, 23, 31, 37, 11]","[474, 1263, 659, 817, 963, 274]",1013,1019
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.6931957185268403, 2.089929431974888], [-1.6900122523307801, 2.759394053220749], [-1.680296015739441, 1.6251187121868136]]",Normal,0.9940828402366864,1,0.9423793719253628,"[15, 32, 49, 23, 31, 37, 22, 34, 28]","[474, 825, 1263, 659, 817, 963, 613, 840, 743]",504,507
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 4.4144555007600506], [-1.6931957185268403, 2.089929431974888], [-1.7641605019569397, 0.9455555039644243], [-1.71348152756691, 4.33776993304491]]",Normal,0.9938574938574939,1,0.9402452914195708,"[15, 32, 23, 11, 31, 37, 22, 16, 35]","[474, 825, 659, 274, 817, 963, 613, 496, 847]",809,814
"[[-1.6797260224819184, 1.5988639277219772], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.7075185239315034, 3.439364424347878]]",Normal,0.9938042131350682,1,0.9397413472950055,"[15, 49, 23, 31, 37, 47, 4]","[474, 1263, 659, 817, 963, 1216, 140]",802,807
"[[-1.6797260224819184, 1.5988639277219772], [-1.6227943122386934, 1.6008550608158112], [-1.6811786472797394, 1.2605786016583442], [-1.8555157244205476, 2.276870270371437], [-1.7437106370925903, 6.649629244184563], [-1.71348152756691, 1.1512669160962106]]",Normal,0.9936305732484076,1,0.9381006987557918,"[15, 49, 31, 11, 14, 35]","[474, 1263, 817, 274, 446, 847]",156,157
"[[-1.6500760436058046, 0.7964785373210908], [-1.6227943122386934, 1.6008550608158112], [-1.2518819496035576, 5.9194654151797295], [-1.8635925769805908, 1.4019608950614928], [-1.6672115206718445, 1.7924783825874329], [-1.6811786472797394, 4.037969392265343], [-1.6797260224819184, 1.5988639277219772]]",Normal,0.9934762348555451,1,0.9366445862029823,"[30, 49, 47, 37, 32, 31, 15]","[766, 1263, 1216, 963, 825, 817, 474]",1066,1073
"[[-1.6672115206718445, 0.45203138600608517], [-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.8635925769805908, 1.4019608950614928], [-1.6900122523307801, 2.759394053220749], [-1.7641605019569397, 0.9455555039644243], [-1.776373201608658, 0.672767476439476], [-1.6950858235359192, 2.4694437235593796]]",Normal,0.9930843706777317,1,0.9329566603850541,"[32, 49, 23, 31, 37, 34, 16, 0, 24]","[825, 1263, 659, 817, 963, 840, 496, 27, 680]",718,723
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 4.398005279154974], [-1.8635925769805908, 1.4019608950614928], [-1.6811786472797394, 1.2605786016583442], [-1.7641605019569397, 0.9455555039644243], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.758002656698227, 3.0558807000517847]]",Normal,0.9928656361474435,1,0.9309037865726293,"[11, 47, 37, 31, 16, 34, 39, 19]","[274, 1216, 963, 817, 496, 840, 1039, 565]",835,841
"[[-1.8555157244205476, 2.276870270371437], [-1.6500760436058046, 0.7964785373210908], [-1.6227943122386934, 1.6008550608158112], [-1.2518819496035576, 5.9194654151797295], [-1.8635925769805908, 1.4019608950614928], [-1.6672115206718445, 1.7924783825874329], [-1.6797260224819184, 1.5988639277219772], [-0.6603282803297044, 2.1652479285001753]]",Normal,0.9928122192273136,1,0.9304030745498085,"[11, 30, 49, 47, 37, 32, 15, 43]","[274, 766, 1263, 1216, 963, 825, 474, 1094]",1105,1113
"[[-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6973470151424408, 5.9194654151797295], [-1.6758379220962525, -1.0561340148206582], [-1.8202207028865816, 3.0190204501152036], [-1.7283964157104492, 1.2384260892868042], [-1.7309508681297303, 2.055973590165377]]",Normal,0.9927184466019418,1,0.09317756829452196,"[49, 23, 47, 21, 25, 46, 36]","[1263, 659, 1216, 612, 690, 1205, 882]",0,0
"[[-1.6227943122386934, 1.6008550608158112], [-1.6973470151424408, 5.9194654151797295], [-1.8635925769805908, 1.4019608950614928], [-1.6811786472797394, 1.2605786016583442], [-1.6797260224819184, 1.5988639277219772], [-1.6900122523307801, 2.109141991138458]]",Normal,0.992619926199262,1,0.9286025913712098,"[49, 47, 37, 31, 15, 34]","[1263, 1216, 963, 817, 474, 840]",1076,1084
"[[-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.6811786472797394, 1.2605786016583442], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888]]",Normal,0.9926108374384236,1,0.9285175689079154,"[15, 32, 23, 11, 31, 47, 22]","[474, 825, 659, 274, 817, 1216, 613]",403,406
"[[-1.82147895693779, 1.9793232223391533], [-1.7686191916465759, 1.961052010059357], [-1.6797260224819184, 1.5988639277219772], [-1.6672115206718445, 1.7924783825874329], [-1.6227943122386934, 1.6008550608158112], [-1.7283964157104492, 1.2384260892868042]]",Normal,0.9924812030075187,1,0.9273056424727252,"[45, 41, 15, 32, 49, 46]","[1147, 1064, 474, 825, 1263, 1205]",1452,1463
