condition,prediction,accuracy,numerosity,fitness,selected_feature_indices,original_feature_indices,correct_count,match_count
"[[-1.6227943122386934, 1.6008550608158112], [-1.8440534591674804, 2.0950475454330446], [-1.6811786472797394, 1.2605786016583442], [-1.2518819496035576, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.680296015739441, 0.9323001158237456]]",Normal,0.9791044776119403,1,0.8096370368408864,"[49, 23, 31, 47, 22, 28]","[1263, 659, 817, 1216, 613, 743]",328,335
"[[-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.8635925769805908, 1.4019608950614928], [0.2846683507296395, 2.1595378087460997], [-1.603154443204403, 0.857474111020565], [-1.7641605019569397, 2.6450366401672367]]",Normal,0.9787234042553191,1,0.8064913940515531,"[32, 23, 11, 37, 48, 35, 16]","[825, 659, 274, 963, 1262, 847, 496]",46,47
"[[-1.8555157244205476, 3.1401807160468884], [-1.7641605019569397, 0.9455555039644243], [-1.7112989366054534, 2.478064280748367], [-1.9106114029884338, 1.9399285143613816], [-1.6931957185268403, 3.669159023761749]]",Normal,0.9784735812133072,1,0.804435155677395,"[11, 16, 39, 5, 22]","[274, 496, 1039, 217, 613]",500,511
"[[-1.8555157244205476, 7.894745295748733], [-1.2518819496035576, 4.398005279154974], [-1.6811786472797394, 1.2605786016583442], [-1.7112989366054534, 2.478064280748367], [-1.776373201608658, 2.9703140583634373]]",Normal,0.9775280898876404,1,0.7966956753809346,"[11, 47, 31, 39, 0]","[274, 1216, 817, 1039, 27]",870,890
"[[-1.8555157244205476, 2.276870270371437], [-1.8635925769805908, 1.4019608950614928], [-1.6931957185268403, 2.089929431974888], [-1.71348152756691, 2.469725905060768], [-1.6797260224819184, 3.5883669975399974]]",Normal,0.9775,1,0.7964667694434978,"[11, 37, 22, 35, 15]","[274, 963, 613, 847, 474]",1173,1200
"[[-1.6797260224819184, 1.5988639277219772], [-1.82147895693779, 2.473960210680962], [-1.8635925769805908, 1.4019608950614928]]",Normal,0.9763313609467456,1,0.7869957662188147,"[15, 45, 37]","[474, 1147, 963]",165,169
"[[-1.6672115206718445, 1.1384358620643615], [-1.2518819496035576, 5.9194654151797295], [-1.6491265833377837, 2.1595378087460997], [-1.7641605019569397, 2.6450366401672367], [-1.8202207028865816, 2.7231122401356695], [-1.6931957185268403, 2.6492493265867236]]",Normal,0.9761904761904762,1,0.7858608673348259,"[32, 47, 48, 16, 25, 22]","[825, 1216, 1262, 496, 690, 613]",656,672
"[[-1.6797260224819184, 1.5988639277219772], [-1.6973470151424408, 5.9194654151797295], [-1.6931957185268403, 2.089929431974888], [-1.5658626717329025, 2.1130998891592023]]",Normal,0.9758771929824561,1,0.7833424882274536,"[15, 47, 22, 30]","[474, 1216, 613, 766]",445,456
"[[-1.6950858235359192, 4.016107254494885], [-1.6672115206718445, 1.7924783825874329], [-1.8635925769805908, 1.4019608950614928], [-1.6227943122386934, 1.6008550608158112], [-1.6441999614238738, 1.3304588052630426]]",Normal,0.9756944444444444,1,0.7818767902916987,"[24, 32, 37, 49, 10]","[680, 825, 963, 1263, 245]",1405,1440
"[[-1.8555157244205476, 2.276870270371437], [-1.6500760436058046, 0.7964785373210908], [-1.6758379220962525, 3.414409790635109], [-1.782410603761673, 4.425488590598107], [-1.611142337322235, 1.2071923255920411]]",Normal,0.9752999294283698,1,0.7787210740630258,"[11, 30, 21, 40, 9]","[274, 766, 612, 1049, 240]",1382,1417
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 4.398005279154974], [-1.6900122523307801, 2.759394053220749], [-1.7112989366054534, 2.478064280748367], [-1.758002656698227, 3.0558807000517847], [-1.4744347846508026, 1.7924783825874329], [-1.8202207028865816, 4.29584950953722]]",Normal,0.9752066115702479,1,0.7779763051983721,"[11, 47, 34, 39, 19, 32, 25]","[274, 1216, 840, 1039, 565, 825, 690]",590,605
"[[-1.8440534591674804, 2.0950475454330446], [-1.2112549889119049, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.7676193594932557, 2.4430514389276503], [-1.6931957185268403, 1.8479096740484238]]",Normal,0.9742457689477557,1,0.7703450277245288,"[23, 37, 47, 2, 22]","[659, 963, 1216, 118, 613]",1324,1359
"[[-1.8555157244205476, 7.894745295748733], [-1.2518819496035576, 5.9194654151797295], [-1.6811786472797394, 1.2605786016583442], [-1.776373201608658, 2.9703140583634373], [-1.8635925769805908, 1.4019608950614928], [-1.1720023289322854, 2.5277136698365212]]",Normal,0.9737470167064439,1,0.7664104209233317,"[11, 47, 31, 0, 37, 40]","[274, 1216, 817, 27, 963, 1049]",816,838
"[[-1.2518819496035576, 5.9194654151797295], [-1.7641605019569397, 0.9455555039644243], [-1.7112989366054534, 2.478064280748367], [0.2846683507296395, 2.1595378087460997], [-1.758002656698227, 3.0558807000517847], [-1.8202207028865816, 4.29584950953722], [-1.6900122523307801, 2.759394053220749], [-1.6781425714492797, 2.1701861608028414]]",Normal,0.9733333333333334,1,0.7631606465828786,"[47, 16, 39, 48, 19, 25, 34, 18]","[1216, 496, 1039, 1262, 565, 690, 840, 513]",73,75
"[[-0.905189035832882, 2.2553842052817346], [-2.718284382522106, 1.9793232223391533], [-1.9551221132278442, 3.317974805831909], [-2.956298718452454, 1.961052010059357], [-3.5289254003763197, 2.4430514389276503]]",Normal,0.9725146198830409,1,0.7567656104321904,"[26, 45, 24, 41, 2]","[717, 1147, 680, 1064, 118]",1663,1710
"[[-1.2518819496035576, 4.398005279154974], [-1.758002656698227, 3.0558807000517847], [-1.6811786472797394, 2.667912869155407], [-1.6441999614238738, 2.0598203906416894], [-1.6672115206718445, 0.45203138600608517]]",Normal,0.9714285714285714,1,0.7483568304270122,"[47, 19, 31, 10, 32]","[1216, 565, 817, 245, 825]",34,35
"[[-1.8440534591674804, 2.0950475454330446], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6900122523307801, 2.759394053220749]]",Normal,0.9710982658959537,1,0.7458161544208888,"[23, 37, 47, 34]","[659, 963, 1216, 840]",336,346
"[[-1.8440534591674804, 2.0950475454330446], [-1.8635925769805908, 1.4019608950614928], [-1.6491265833377837, 2.1595378087460997], [-1.785664141178131, 3.4593141674995427]]",Normal,0.9703703703703703,1,0.740244640333776,"[23, 37, 48, 8]","[659, 963, 1262, 239]",393,405
"[[-1.6973470151424408, 1.141147144138813], [-1.6811786472797394, 0.9857915633916856]]",Normal,0.969790382244143,1,0.7358320963995166,"[47, 31]","[1216, 817]",1573,1622
"[[-2.0142456963658333, 1.141147144138813], [-1.520144461989403, 0.9857915633916856]]",Normal,0.9688436189334931,1,0.7286799708325629,"[47, 31]","[1216, 817]",1617,1669
"[[-1.2518819496035576, 5.9194654151797295], [-1.6811786472797394, 1.2605786016583442], [-1.7676193594932557, 2.4430514389276503], [-1.6950858235359192, 4.016107254494885], [-1.6758379220962525, 5.539936874954654]]",Normal,0.9669902912621359,1,0.7148602310894304,"[47, 31, 2, 24, 21]","[1216, 817, 118, 680, 612]",1494,1545
"[[-1.82147895693779, 2.473960210680962], [-1.71348152756691, 2.4739576002955435], [-1.6931957185268403, 2.089929431974888], [-1.6227943122386934, 1.6008550608158112], [-1.6500760436058046, 2.427890821695328]]",Normal,0.9669811320754716,1,0.7147925234890156,"[45, 35, 22, 49, 30]","[1147, 847, 613, 1263, 766]",205,212
"[[-1.8555157244205476, 2.276870270371437], [-1.2518819496035576, 5.9194654151797295], [0.2846683507296395, 2.1595378087460997], [-1.603154443204403, 0.857474111020565], [-1.7641605019569397, 2.6450366401672367]]",Normal,0.9661016949152542,1,0.7083182641128207,"[11, 47, 48, 35, 16]","[274, 1216, 1262, 847, 496]",57,59
"[[-1.6973470151424408, 1.141147144138813], [-1.7912581741809845, 2.6178631627559663], [-1.9531167209148408, 4.426597668528557]]",Normal,0.9647129186602871,1,0.6982017658315972,"[47, 27, 12]","[1216, 733, 345]",1613,1672
"[[-0.07869527190923709, 4.678082440793514], [0.14765142649412155, 6.848194845020771], [5.7436461675664265, 6.544960600435735], [1.7320358258485795, 5.78008632838726], [-1.280631345510483, 5.679568094015122]]",Anomalous,0.9642857142857143,1,0.073829952168002,"[40, 48, 15, 31, 30]","[1049, 1262, 474, 817, 766]",0,0
"[[-1.6500760436058046, 0.7964785373210908], [-1.6672115206718445, 1.7924783825874329], [-1.9531167209148408, 5.237613650560379]]",Normal,0.9640151515151515,1,0.6931681479029567,"[30, 32, 12]","[766, 825, 345]",1527,1584
"[[-1.6227943122386934, 1.6008550608158112], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 2.371862986221933], [-1.6931957185268403, 2.089929431974888], [-1.3993002465367317, 2.9308616212010383]]",Normal,0.9635036496350365,1,0.6894989997646158,"[49, 37, 47, 22, 0]","[1263, 963, 1216, 613, 27]",660,685
"[[-1.6973470151424408, 1.141147144138813], [-1.7912581741809845, 2.6178631627559663]]",Normal,0.9628537735849056,1,0.6848624705386092,"[47, 27]","[1216, 733]",1633,1696
"[[-1.8555157244205476, 3.1401807160468884], [-1.6973470151424408, 5.9194654151797295], [-1.7641605019569397, 0.9455555039644243], [-1.7112989366054534, 2.478064280748367], [-1.6931957185268403, 3.669159023761749], [0.2846683507296395, 2.1595378087460997], [-1.9106114029884338, 1.9399285143613816]]",Normal,0.9620253164556962,1,0.6789925511504871,"[11, 47, 16, 39, 22, 48, 5]","[274, 1216, 496, 1039, 613, 1262, 217]",76,79
"[[-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 3.1401807160468884], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [0.2846683507296395, 2.1595378087460997], [-1.7075185239315034, 2.947637918293476], [-1.7112989366054534, 2.478064280748367], [-1.6931957185268403, 3.669159023761749]]",Normal,0.9545454545454546,1,0.6280093925418645,"[23, 11, 37, 47, 48, 4, 39, 22]","[659, 274, 963, 1216, 1262, 140, 1039, 613]",84,88
"[[-1.82147895693779, 1.9793232223391533], [-1.7686191916465759, 1.961052010059357], [-1.88514364361763, 3.5828650662302968]]",Normal,0.952755905511811,1,0.6163345214061124,"[45, 41, 1]","[1147, 1064, 30]",1089,1143
"[[-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 3.1401807160468884], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [0.2846683507296395, 2.1595378087460997], [-1.603154443204403, 0.857474111020565], [-1.7075185239315034, 2.947637918293476]]",Normal,0.9473684210526315,1,0.5823566532299392,"[23, 11, 37, 47, 48, 35, 4]","[659, 274, 963, 1216, 1262, 847, 140]",90,95
"[[-0.07869527190923709, 4.678082440793514], [0.14765142649412155, 6.848194845020771], [0.35408629745244946, 6.544960600435735], [-0.791398646622119, 5.78008632838726], [-1.7641605019569397, 3.059005623459816]]",Anomalous,0.9375,1,0.524460475048727,"[40, 48, 15, 31, 16]","[1049, 1262, 474, 817, 496]",15,16
"[[-1.6672115206718445, 0.45203138600608517], [-1.8440534591674804, 2.0950475454330446], [-1.8555157244205476, 2.276870270371437], [-1.8635925769805908, 1.4019608950614928], [-1.2518819496035576, 5.9194654151797295], [-1.6491265833377837, 2.1595378087460997], [0.2723438206315043, 7.124115281999111]]",Normal,0.9361702127659575,1,0.5170686241833394,"[32, 23, 11, 37, 47, 48, 20]","[825, 659, 274, 963, 1216, 1262, 566]",88,94
"[[0.14765142649412155, 6.848194845020771], [0.35408629745244946, 6.544960600435735], [0.9300264477729798, 9.242389444374101], [-1.6849230200052263, 3.1444805532693865], [-1.8261146819591523, 4.111862686872483]]",Anomalous,0.9230769230769231,1,0.44913710714186356,"[48, 15, 8, 3, 11]","[1262, 474, 239, 138, 274]",12,13
"[[-1.7368550598621368, 3.563653053343296], [-1.8356576323509217, 4.184756052643061], [2.0910538363456723, 9.836680538654328], [1.4344321268796922, 6.122443578839302]]",Anomalous,0.9,1,0.3486784401000001,"[6, 29, 38, 16]","[223, 746, 980, 496]",9,10
"[[-1.0841038933699505, 4.687219044714949], [-1.7641605019569397, 4.455436258316039], [2.5689749565720557, 7.344875827729702], [1.408776108920574, 7.75085371285677], [-1.7485407590866089, 1.7460178293287754]]",Anomalous,0.875,1,0.2630755761638284,"[15, 16, 19, 10, 46]","[474, 496, 565, 245, 1205]",7,8
"[[0.35408629745244946, 6.544960600435735], [-1.2885315489768985, 4.829283006191254], [0.14448357582092264, 5.8602375888824465], [-0.07869527190923709, 4.678082440793514], [4.159412492513656, 6.915316473245621]]",Anomalous,0.875,1,0.05281567573547363,"[15, 45, 33, 40, 35]","[474, 1147, 830, 1049, 847]",0,0
"[[-3.865966819226742, 2.8923924192786217], [0.06150343477726006, 4.25525853574276], [-1.947125132083893, 0.910751874446869], [1.8896980887651442, 6.885842263102532], [-4.422253198027611, 3.266707724928856], [-1.3166036960482597, 3.052837526500225]]",Anomalous,0.8666666666666667,1,0.23906771605510008,"[49, 34, 33, 15, 12, 19]","[1263, 840, 830, 474, 345, 565]",13,15
"[[-0.07869527190923709, 4.678082440793514], [0.35408629745244946, 6.544960600435735], [1.7320358258485795, 5.78008632838726], [-1.522160153388977, 2.5451768445968628]]",Anomalous,0.8666666666666667,1,0.23906771605510008,"[40, 15, 31, 28]","[1049, 474, 817, 743]",13,15
"[[-0.07869527190923709, 4.678082440793514], [0.579165145456791, 3.8893545421957967], [-1.9106114029884338, 2.108772132769227], [2.003959903717041, 5.092623462677002]]",Anomalous,0.8571428571428571,1,0.21405831560130767,"[40, 4, 5, 18]","[1049, 140, 217, 513]",6,7
"[[1.408776108920574, 7.75085371285677], [-1.692567104101181, 2.891884127259255], [-1.8356576323509217, 4.184756052643061], [2.0910538363456723, 9.836680538654328]]",Anomalous,0.8529411764705882,1,0.2037937254811257,"[10, 20, 29, 38]","[245, 566, 746, 980]",29,34
"[[0.9300264477729798, 4.918055617809296], [-1.0841038933699505, 6.544960600435735], [-1.7641605019569397, 4.455436258316039], [2.5689749565720557, 7.344875827729702]]",Anomalous,0.8461538461538461,1,0.18814528037496547,"[8, 15, 16, 19]","[239, 474, 496, 565]",11,13
"[[-0.07869527190923709, 4.678082440793514], [3.26337050139904, 7.025436413884163]]",Anomalous,0.84,1,0.17490122876598085,"[40, 36]","[1049, 882]",21,25
"[[0.9300264477729798, 4.918055617809296], [-1.8260549545288087, 4.582931475639343], [-1.0841038933699505, 6.544960600435735], [2.5689749565720557, 7.344875827729702], [0.8466037243604658, 5.943771508336067]]",Anomalous,0.8333333333333334,1,0.1615055828898458,"[8, 33, 15, 19, 9]","[239, 830, 474, 565, 240]",5,6
"[[-0.07869527190923709, 4.678082440793514], [-1.9106114029884338, 4.7978793105157695], [2.003959903717041, 5.092623462677002]]",Anomalous,0.8333333333333334,1,0.1615055828898458,"[40, 5, 18]","[1049, 217, 513]",10,12
"[[0.35408629745244946, 6.544960600435735], [-0.07869527190923709, 4.678082440793514], [0.14448357582092264, 5.8602375888824465]]",Anomalous,0.8333333333333334,1,0.1615055828898458,"[15, 40, 33]","[474, 1049, 830]",10,12
"[[-1.8555157244205476, 2.276870270371437], [-1.6500760436058046, 0.7964785373210908], [-1.2518819496035576, 5.9194654151797295], [-1.7676193594932557, 2.4430514389276503], [-1.6950858235359192, 3.317974805831909], [-1.6758379220962525, 3.414409790635109], [1.1697081422805784, 5.412845244407654]]",Normal,0.8279569892473119,1,0.15138322959132483,"[11, 30, 47, 2, 24, 21, 42]","[274, 766, 1216, 118, 680, 612, 1087]",77,93
"[[-1.6227943122386934, 2.8923924192786217], [-1.8260549545288087, 0.910751874446869], [1.8896980887651442, 6.885842263102532], [-1.9531167209148408, 3.266707724928856], [-1.3166036960482597, 3.052837526500225], [0.42436992675065976, 3.802003745734692]]",Anomalous,0.8,1,0.10737418240000006,"[49, 33, 15, 12, 19, 20]","[1263, 830, 474, 345, 565, 566]",8,10
"[[-1.6441999614238738, 7.75085371285677], [-1.8356576323509217, 4.184756052643061], [2.0910538363456723, 9.836680538654328], [-1.703491520881653, 1.9341263806819917]]",Anomalous,0.7777777777777778,1,0.08101311022241207,"[10, 29, 38, 42]","[245, 746, 980, 1087]",7,9
"[[-0.07869527190923709, 4.678082440793514], [0.14765142649412155, 6.848194845020771], [1.1763748466968535, 6.583062237501144]]",Anomalous,0.7567567567567568,1,0.06159749808996087,"[40, 48, 49]","[1049, 1262, 1263]",28,37
"[[-1.0841038933699505, 6.544960600435735], [-1.7641605019569397, 4.455436258316039], [2.5689749565720557, 7.344875827729702], [1.1763748466968535, 6.583062237501144], [-1.6900122523307801, 1.0531050294637683]]",Anomalous,0.75,1,0.056313514709472656,"[15, 16, 19, 49, 34]","[474, 496, 565, 1263, 840]",12,16
"[[-0.07869527190923709, 1.948366970219796], [-1.9106114029884338, 4.7978793105157695], [2.003959903717041, 5.092623462677002]]",Anomalous,0.75,1,0.056313514709472656,"[40, 5, 18]","[1049, 217, 513]",6,8
"[[0.14765142649412155, 6.848194845020771], [-0.5652698650152559, 3.8893545421957967], [-1.8499676644802094, 2.9519479566812517], [-1.8356576323509217, 4.184756052643061], [2.2589755791425707, 6.043656752705574], [-1.1856925994157796, 6.579745104908944]]",Anomalous,0.75,1,0.056313514709472656,"[48, 4, 7, 29, 49, 1]","[1262, 140, 228, 746, 1263, 30]",3,4
"[[-1.8356576323509217, 4.184756052643061], [0.6426429376006126, 3.31215051561594], [0.7806059306859969, 3.6045135074853896]]",Anomalous,0.7368421052631579,1,0.04717852373687206,"[29, 4, 15]","[746, 140, 474]",28,38
"[[0.35408629745244946, 6.544960600435735], [-0.07869527190923709, 4.678082440793514], [-1.8065162232518197, 1.1887240341305734]]",Anomalous,0.7222222222222222,1,0.03861077083162305,"[15, 40, 1]","[474, 1049, 30]",13,18
"[[0.9300264477729798, 4.918055617809296], [0.14765142649412155, 6.848194845020771]]",Anomalous,0.7142857142857143,1,0.03457161303360778,"[8, 48]","[239, 1262]",5,7
"[[0.35408629745244946, 6.544960600435735], [-0.07869527190923709, 4.678082440793514]]",Anomalous,0.7,1,0.02824752489999998,"[15, 40]","[474, 1049]",35,50
"[[-1.7641605019569397, 4.455436258316039], [2.5689749565720557, 7.344875827729702], [1.26346831202507, 3.9621686470508575]]",Anomalous,0.6923076923076923,1,0.02529248908960331,"[16, 19, 31]","[496, 565, 817]",9,13
"[[4.124330026885821, 7.75085371285677], [-1.692567104101181, 2.891884127259255], [-1.8356576323509217, 4.184756052643061], [2.0910538363456723, 9.836680538654328], [-1.6931957185268403, 2.464584268331528]]",Anomalous,0.6666666666666666,1,0.017341529915832606,"[10, 20, 29, 38, 22]","[245, 566, 746, 980, 613]",2,3
"[[-1.0841038933699505, 6.544960600435735], [1.408776108920574, 7.75085371285677], [2.5689749565720557, 7.344875827729702], [-1.7485407590866089, 1.7460178293287754]]",Anomalous,0.6666666666666666,1,0.017341529915832606,"[15, 10, 19, 46]","[474, 245, 565, 1205]",2,3
"[[1.7320358258485795, 5.78008632838726], [-1.9106114029884338, 2.108772132769227], [-0.5652698650152559, 3.8893545421957967], [1.7327431365847588, 6.800495274364948], [-1.692567104101181, 2.193842871189118]]",Anomalous,0.6666666666666666,1,0.017341529915832606,"[31, 5, 4, 47, 20]","[817, 217, 140, 1216, 566]",2,3
"[[-0.20549165248870827, 5.334780325889588], [0.35408629745244946, 6.544960600435735], [-1.692567104101181, 2.891884127259255], [-1.2885315489768985, 4.829283006191254], [0.14765142649412155, 6.848194845020771]]",Anomalous,0.6666666666666666,1,0.017341529915832606,"[7, 15, 20, 45, 48]","[228, 474, 566, 1147, 1262]",4,6
"[[0.14765142649412155, 6.848194845020771], [1.1763748466968535, 6.583062237501144], [-0.5327536576986316, 3.937210749983788]]",Anomalous,0.6428571428571429,1,0.012054376104299195,"[48, 49, 16]","[1262, 1263, 496]",27,42
"[[2.5689749565720557, 6.851503008008003], [0.4704491198062897, 2.89241561293602]]",Anomalous,0.6153846153846154,1,0.007788724579811145,"[19, 14]","[565, 446]",8,13
"[[0.14765142649412155, 6.848194845020771], [1.1763748466968535, 6.583062237501144], [-0.5327536576986316, 3.937210749983788], [-1.82147895693779, 3.1857661905884744]]",Anomalous,0.6086956521739131,1,0.0069823561410765865,"[48, 49, 16, 45]","[1262, 1263, 496, 1147]",14,23
"[[-0.07869527190923709, 4.678082440793514], [1.408776108920574, 7.75085371285677], [-1.692567104101181, 2.891884127259255], [-1.6797260224819184, 4.0850280231237415]]",Anomalous,0.603448275862069,1,0.0064032507327853325,"[40, 10, 20, 15]","[1049, 245, 566, 474]",35,58
"[[-0.07869527190923709, 4.678082440793514], [0.9300264477729798, 4.918055617809296], [-1.5203920960426331, 4.873599445819854]]",Anomalous,0.5945945945945946,1,0.005523439069463426,"[40, 8, 14]","[1049, 239, 446]",22,37
"[[2.6636253863884587, 3.9594267487525943], [-1.7368550598621368, 3.563653053343296]]",Anomalous,0.59375,1,0.005445480739930453,"[27, 6]","[733, 223]",19,32
"[[-0.07869527190923709, 4.678082440793514], [-1.692567104101181, 2.891884127259255], [0.9300264477729798, 4.918055617809296]]",Anomalous,0.5909090909090909,1,0.005190470353833767,"[40, 20, 8]","[1049, 566, 239]",13,22
"[[-1.692567104101181, 2.891884127259255], [-1.8356576323509217, 4.184756052643061], [2.0910538363456723, 9.836680538654328], [-1.2288357281684874, 2.295609619617462]]",Anomalous,0.5757575757575758,1,0.004003101581301984,"[20, 29, 38, 2]","[566, 746, 980, 118]",19,33
"[[-0.07869527190923709, 4.678082440793514], [-1.6491265833377837, 6.848194845020771], [0.35408629745244946, 6.544960600435735], [-1.8635925769805908, 1.619305791258812]]",Anomalous,0.5740740740740741,1,0.0038875800082382025,"[40, 48, 15, 37]","[1049, 1262, 474, 963]",31,54
"[[0.35408629745244946, 6.544960600435735], [0.02456368327140801, 2.820857869386673]]",Anomalous,0.573170731707317,1,0.0038268378036832944,"[15, 28]","[474, 743]",47,82
"[[-0.07869527190923709, 4.678082440793514], [0.14765142649412155, 6.848194845020771], [-0.791398646622119, 5.78008632838726], [-1.9106114029884338, 2.108772132769227], [2.003959903717041, 5.092623462677002]]",Anomalous,0.5714285714285714,1,0.003712098683732816,"[40, 48, 31, 5, 18]","[1049, 1262, 817, 217, 513]",4,7
"[[2.5689749565720557, 7.344875827729702]]",Anomalous,0.5714285714285714,1,0.003712098683732816,[19],[565],4,7
"[[1.1763748466968535, 6.583062237501144], [-1.6441999614238738, 7.75085371285677], [-1.8356576323509217, 4.184756052643061], [2.0910538363456723, 0.46583198308944707], [0.865289032459259, 4.869414985179901]]",Anomalous,0.5588235294117647,1,0.000452821070220384,"[49, 10, 29, 38, 6]","[1263, 245, 746, 980, 223]",0,0
"[[0.35408629745244946, 6.885842263102532], [-1.8260549545288087, 4.582931475639343], [-1.3166036960482597, 3.052837526500225], [0.42436992675065976, 3.802003745734692], [-1.6227943122386934, 2.8923924192786217], [-1.877646416425705, 4.413619355857372]]",Anomalous,0.5483870967741935,1,0.002459644124625266,"[15, 33, 19, 20, 49, 26]","[474, 830, 565, 566, 1263, 717]",17,31
"[[0.9300264477729798, 4.918055617809296], [0.02456368327140801, 2.820857869386673]]",Anomalous,0.5405405405405406,1,0.002129524867804521,"[8, 28]","[239, 743]",20,37
"[[0.35408629745244946, 6.544960600435735], [-1.6227943122386934, 2.8923924192786217]]",Anomalous,0.5217391304347826,1,0.0014946313944873002,"[15, 49]","[474, 1263]",24,46
"[[0.14765142649412155, 6.848194845020771], [-1.787373811006546, 2.864890751242638], [0.45389421701431276, 8.330736558437348]]",Anomalous,0.5172413793103449,1,0.0013706690662328692,"[48, 3, 37]","[1262, 138, 963]",15,29
